English,Tamil,Malayalam,Telugu,Hindi
completely,முற்றிலும்,പൂർണ്ണമായും,పూర్తిగా,पूरी तरह
variety,பல்வேறு,വൈവിധ്യം,వివిధ,विविधता
sleep,தூங்கு,ഉറക്കം,నిద్ర,नींद
involved,ஈடுபட்டுள்ளது,ഉൾപ്പെട്ടിരിക്കുന്നു,చేరి,शामिल
investigation,விசாரணை,അന്വേഷണം,విచారణ,जाँच पड़ताल
nuclear,அணுக்கரு,ആണവ,అణు,नाभिकीय
researcher,ஆராய்ச்சியாளர்,ഗവേഷകൻ,పరిశోధకుడు,शोधकर्ता
press,அச்சகம்,അമർത്തുക,నొక్కండి,प्रेस
conflict,மோதல்,സംഘർഷം,సంఘర్షణ,टकराव
spirit,ஆவி,ആത്മാവ്,ఆత్మ,आत्मा
replace,பதிலாக,മാറ്റിസ്ഥാപിക്കുക,భర్తీ చేయండి,प्रतिस्थापित करें
British,பிரிட்டிஷ்,ബ്രിട്ടീഷ്,బ్రిటిష్,ब्रीटैन का
encourage,ஊக்குவிக்க,പ്രോത്സാഹിപ്പിക്കുന്നു,ప్రోత్సహిస్తాయి,प्रोत्साहित करना
argument,வாதம்,വാദം,వాదన,तर्क
camp,முகாம்,ക്യാമ്പ്,శిబిరం,शिविर
brain,மூளை,തലച്ചോറ്,మె ద డు,दिमाग
feature,அம்சம்,സവിശേഷത,లక్షణం,विशेषता
afternoon,பிற்பகல்,ഉച്ചകഴിഞ്ഞ്,మధ్యాహ్నం,दोपहर
AM,நான்,എ.എം,ఉదయం,पूर्वाह्न
weekend,வார இறுதி,വാരാന്ത്യം,వారాంతం,सप्ताहांत
dozen,டஜன்,ഡസൻ,డజను,दर्जन
possibility,சாத்தியம்,സാധ്യത,అవకాశం,संभावना
insurance,காப்பீடு,ഇൻഷുറൻസ്,భీమా,बीमा
department,துறை,വകുപ്പ്,శాఖ,विभाग
battle,போர்,യുദ്ധം,యుద్ధం,युद्ध
beginning,ஆரம்பம்,തുടക്കം,ప్రారంభం,शुरुआत
date,தேதி,തീയതി,తేదీ,तारीख
generally,பொதுவாக,പൊതുവെ,సాధారణంగా,आम तौर पर
African,ஆப்பிரிக்க,ആഫ്രിക്കൻ,ఆఫ్రికన్,अफ़्रीकी
sorry,மன்னிக்கவும்,ക്ഷമിക്കണം,క్షమించండి,क्षमा मांगना
crisis,நெருக்கடி,പ്രതിസന്ധി,సంక్షోభం,संकट
complete,முழுமை,പൂർണ്ണമായ,పూర్తి,पूरा
fan,விசிறி,ഫാൻ,అభిమాని,पंखा
stick,குச்சி,വടി,కర్ర,चिपकना
define,வரையறு,നിർവ്വചിക്കുക,నిర్వచించండి,परिभाषित करना
easily,எளிதாக,എളുപ്പത്തിൽ,సులభంగా,आसानी से
hole,துளை,ദ്വാരം,రంధ్రం,छेद
element,உறுப்பு,ഘടകം,మూలకం,तत्व
vision,பார்வை,ദർശനം,దృష్టి,दृष्टि
status,நிலை,പദവി,హోదా,स्थिति
normal,சாதாரண,സാധാരണ,సాధారణ,सामान्य
Chinese,சீன,ചൈനീസ്,చైనీస్,चीनी
ship,கப்பல்,കപ്പൽ,ఓడ,जहाज
solution,தீர்வு,പരിഹാരം,పరిష్కారం,समाधान
stone,கல்,കല്ല്,రాయి,पत्थर
slowly,மெதுவாக,പതുക്കെ,నెమ్మదిగా,धीरे से
scale,அளவுகோல்,സ്കെയിൽ,స్థాయి,पैमाना
university,பல்கலைக்கழகம்,യൂണിവേഴ്സിറ്റി,విశ్వవిద్యాలయ,विश्वविद्यालय
introduce,அறிமுகப்படுத்த,പരിചയപ്പെടുത്തുക,పరిచయం చేస్తాయి,परिचय देना
driver,இயக்கி,ഡ്രൈവർ,డ్రైవర్,चालक
attempt,முயற்சி,ശ്രമം,ప్రయత్నం,कोशिश करना
park,பூங்கா,പാർക്ക്,పార్క్,पार्क
spot,புள்ளி,പുള്ളി,స్పాట్,स्थान
lack,பற்றாக்குறை,അഭാവം,లేకపోవడం,कमी
ice,பனிக்கட்டி,ഐസ്,మంచు,बर्फ़
boat,படகு,ബോട്ട്,పడవ,नाव
drink,பானம்,പാനീയം,త్రాగండి,पीना
sun,சூரியன்,സൂര്യൻ,సూర్యుడు,सूरज
distance,தூரம்,ദൂരം,దూరం,दूरी
wood,மரம்,മരം,చెక్క,लकड़ी
handle,கைப்பிடி,കൈകാര്യം ചെയ്യുക,హ్యాండిల్,सँभालना
truck,டிரக்,ട്രക്ക്,ట్రక్,ट्रक
mountain,மலை,പർവ്വതം,పర్వతం,पर्वत
survey,கணக்கெடுப்பு,സർവേ,సర్వే,सर्वे
supposed,கருதப்படுகிறது,കരുതപ്പെടുന്നു,అనుకున్నారు,कल्पित
tradition,பாரம்பரியம்,പാരമ്പര്യം,సంప్రదాయం,परंपरा
winter,குளிர்காலம்,ശീതകാലം,చలికాలం,सर्दी
village,கிராமம்,ഗ്രാമം,గ్రామం,गाँव
Soviet,சோவியத்,സോവിയറ്റ്,సోవియట్,सोवियत
refuse,மறு,നിരസിക്കുക,తిరస్కరిస్తారు,अस्वीकार करना
sales,விற்பனை,വിൽപ്പന,అమ్మకాలు,बिक्री
roll,உருட்டவும்,ഉരുളുക,రోల్,रोल
communication,தொடர்பு,ആശയവിനിമയം,కమ్యూనికేషన్,संचार
screen,திரை,സ്ക്രീൻ,తెర,स्क्रीन
gain,ஆதாயம்,നേട്ടം,లాభం,पाना
resident,குடியிருப்பாளர்,താമസക്കാരൻ,నివాసి,निवासी
